Date,Product_Name,Supplier_ID,Order_Quantity,Demand_Quantity,Raw_Material_ID,Raw_Material_Quantity,Lead_Time,Production_Schedule,Production_Capacity,Machine_ID,Defective_Units,Production_Costs,Labor_Hours,Inventory_Levels,Order_Status,Transportation_Costs,Supplier_Rating,Transportation_Mode,Stockout_Risk,Product_Price,Location
2023-09-29,Beng Beng,SUP_2,1586,1308,RM_22,2041,7,2023-10-08,1909,MAC_18,35,8642.66,14,3626,In-Transit,1635.35,5,Road,0.39,794.88,"South Robert, Indonesia"
2023-09-30,Teh Botol Sosro,SUP_2,796,2182,RM_7,789,17,2023-10-09,1339,MAC_7,24,8559.79,18,2556,Completed,1257.45,2,Rail,0.91,72.51,"Port Jessica, Indonesia"
2023-10-01,Beng Beng,SUP_18,1296,349,RM_23,1656,21,2023-10-10,3129,MAC_6,16,6813.78,22,2096,In-Transit,4346.27,2,Sea,0.96,381.88,"East Lisa, Indonesia"
2023-10-02,Kopiko,SUP_33,535,1762,RM_28,837,21,2023-10-11,3065,MAC_6,5,9591.14,49,807,In-Transit,2428.53,3,Sea,0.74,887.13,"Holtland, Indonesia"
2023-10-03,Bintang Beer,SUP_35,1385,346,RM_21,872,4,2023-10-12,1033,MAC_13,6,696.91,57,709,Pending,4135.27,2,Rail,0.75,707.93,"East Williammouth, Indonesia"
2023-10-04,Kopiko,SUP_44,1567,1786,RM_13,1609,15,2023-10-13,2533,MAC_14,45,9339.02,55,1951,In-Transit,4265.43,1,Rail,0.69,424.26,"Benjaminland, Indonesia"
2023-10-05,Pocari Sweat,SUP_18,1416,1426,RM_15,1687,22,2023-10-14,1841,MAC_8,14,1908.41,73,3774,Pending,3770.54,2,Sea,0.59,191.14,"Benjaminville, Indonesia"
2023-10-06,Kopiko,SUP_45,1945,227,RM_15,1538,9,2023-10-15,3128,MAC_10,5,2510.61,73,3086,Pending,1379.12,3,Sea,0.6,105.64,"Nicholasshire, Indonesia"
2023-10-07,Beng Beng,SUP_18,1634,2087,RM_17,1554,21,2023-10-16,2121,MAC_20,31,8265.29,38,345,Completed,272.79,3,Rail,0.96,237.06,"New Cathyburgh, Indonesia"
2023-10-08,Aqua,SUP_9,1127,1472,RM_10,2742,24,2023-10-17,3116,MAC_9,41,4304.14,27,2827,Pending,802.12,5,Rail,0.75,252.25,"Fuentesside, Indonesia"
2023-10-09,Teh Botol Sosro,SUP_12,1590,1356,RM_22,2075,15,2023-10-18,4195,MAC_2,39,4540.45,39,3816,Completed,3515.05,1,Air,0.66,376.96,"Lake Danielchester, Indonesia"
2023-10-10,Pocari Sweat,SUP_23,274,1022,RM_1,2559,25,2023-10-19,4037,MAC_20,26,2981.66,83,4761,Completed,3728.7,2,Rail,0.19,185.15,"Port Christopher, Indonesia"
2023-10-11,Bintang Beer,SUP_37,440,163,RM_28,242,16,2023-10-20,2700,MAC_13,39,2632.19,28,925,Pending,3855.25,3,Road,0.98,154.59,"Salazarbury, Indonesia"
2023-10-12,Kecap ABC,SUP_18,1800,1129,RM_15,1429,22,2023-10-21,1172,MAC_11,4,1509.28,57,2908,Completed,1295.45,3,Rail,0.52,845.57,"East Jeffreyborough, Indonesia"
2023-10-13,Kopiko,SUP_45,1121,1327,RM_8,516,11,2023-10-22,862,MAC_5,15,2369.33,18,2280,Pending,849.88,2,Road,0.94,257.04,"Elizabethfurt, Indonesia"
2023-10-14,Kecap ABC,SUP_47,1870,1631,RM_22,1663,18,2023-10-23,3579,MAC_19,10,5884.09,94,1469,In-Transit,4623.0,2,Air,0.71,565.99,"Arthurview, Indonesia"
2023-10-15,Pocari Sweat,SUP_5,1589,256,RM_30,913,9,2023-10-24,1883,MAC_4,38,7212.78,10,2218,Completed,3354.64,5,Air,0.04,207.31,"West Christopherside, Indonesia"
2023-10-16,Aqua,SUP_44,269,486,RM_17,2775,27,2023-10-25,640,MAC_18,24,7518.97,99,4842,Pending,3735.62,5,Air,0.54,496.84,"South Chadborough, Indonesia"
2023-10-17,Tolak Angin,SUP_20,787,970,RM_9,2987,20,2023-10-26,2787,MAC_12,1,4016.17,87,1000,Pending,560.13,1,Rail,0.89,283.94,"Mistytown, Indonesia"
2023-10-18,Kopiko,SUP_38,839,1343,RM_19,1611,5,2023-10-27,1128,MAC_8,27,9258.57,48,4368,Pending,2121.05,5,Air,0.05,95.93,"Moraleshaven, Indonesia"
2023-10-19,Aqua,SUP_50,800,1333,RM_6,1886,11,2023-10-28,2149,MAC_2,6,3622.92,64,1048,Pending,410.21,5,Air,0.87,982.35,"Blaketon, Indonesia"
2023-10-20,Aqua,SUP_6,545,1181,RM_15,1748,24,2023-10-29,3420,MAC_18,37,1555.8,61,4852,In-Transit,3322.98,4,Road,0.61,463.23,"East Zacharybury, Indonesia"
2023-10-21,Tolak Angin,SUP_35,1050,170,RM_19,1217,26,2023-10-30,2527,MAC_14,49,9479.62,80,2885,Completed,2497.86,2,Rail,0.04,399.12,"Lukeborough, Indonesia"
2023-10-22,Aqua,SUP_9,1032,596,RM_28,554,5,2023-10-31,4622,MAC_15,0,5636.43,73,4644,Pending,2312.17,5,Air,0.37,207.13,"Port Bonnie, Indonesia"
2023-10-23,Teh Botol Sosro,SUP_39,1650,359,RM_11,1780,21,2023-11-01,655,MAC_4,17,9728.07,33,2521,Completed,4524.25,4,Road,0.03,500.41,"Leonardshire, Indonesia"
2023-10-24,Kecap ABC,SUP_13,1097,1481,RM_21,177,23,2023-11-02,4808,MAC_1,11,4239.83,36,3540,Pending,3726.58,4,Road,0.0,638.87,"West Lauraview, Indonesia"
2023-10-25,Bintang Beer,SUP_47,1889,1607,RM_12,746,26,2023-11-03,2727,MAC_5,48,7695.24,75,2563,Completed,4824.84,5,Rail,0.9,311.6,"Rodriguezberg, Indonesia"
2023-10-26,Kopiko,SUP_30,670,1476,RM_19,1202,5,2023-11-04,3344,MAC_8,7,1544.4,75,2105,Pending,326.72,3,Sea,0.75,485.61,"Turnerchester, Indonesia"
2023-10-27,Pocari Sweat,SUP_19,1882,2003,RM_1,939,11,2023-11-05,2640,MAC_19,19,8613.75,71,2219,Pending,3116.82,5,Sea,0.29,244.71,"Thomasborough, Indonesia"
2023-10-28,Beng Beng,SUP_27,1061,528,RM_21,347,25,2023-11-06,3760,MAC_14,34,2121.65,25,3301,In-Transit,3188.06,5,Rail,0.11,532.44,"Port Peter, Indonesia"
2023-10-29,Teh Botol Sosro,SUP_17,397,241,RM_8,1250,4,2023-11-07,3815,MAC_1,41,1152.45,21,2193,Completed,230.06,2,Sea,0.05,789.34,"Luismouth, Indonesia"
2023-10-30,Kecap ABC,SUP_25,609,1756,RM_2,2188,19,2023-11-08,4283,MAC_4,15,1428.66,49,3346,Pending,3956.7,3,Air,0.92,69.61,"Hendrixfurt, Indonesia"
2023-10-31,Beng Beng,SUP_36,258,1559,RM_18,2038,15,2023-11-09,4396,MAC_20,49,5795.07,99,4949,Pending,852.71,1,Air,0.63,522.66,"Walkerville, Indonesia"
2023-11-01,Indomie Goreng,SUP_36,1897,1888,RM_14,1825,21,2023-11-10,544,MAC_18,32,3272.8,19,828,In-Transit,3536.23,5,Rail,0.16,405.37,"Brendabury, Indonesia"
2023-11-02,SilverQueen,SUP_30,886,875,RM_8,1003,15,2023-11-11,1092,MAC_13,39,9629.07,73,3406,In-Transit,285.34,5,Sea,0.68,83.3,"Hunterhaven, Indonesia"
2023-11-03,Bintang Beer,SUP_42,1801,415,RM_15,513,21,2023-11-12,2266,MAC_6,24,8600.43,64,2347,In-Transit,3107.07,2,Air,1.0,941.1,"East Marvinton, Indonesia"
2023-11-04,Pocari Sweat,SUP_8,733,1421,RM_18,775,24,2023-11-13,2498,MAC_11,18,8131.42,88,4644,In-Transit,2651.83,1,Sea,0.79,267.24,"Hernandezfort, Indonesia"
2023-11-05,SilverQueen,SUP_29,1074,1779,RM_9,2229,15,2023-11-14,4737,MAC_16,34,8191.57,98,3985,In-Transit,2468.06,4,Road,0.45,568.97,"Lake Stevenshire, Indonesia"
2023-11-06,Pocari Sweat,SUP_40,1540,1290,RM_16,1509,8,2023-11-15,1859,MAC_2,15,8961.43,13,1291,Completed,1896.66,3,Road,0.81,378.89,"New Melinda, Indonesia"
2023-11-07,Pocari Sweat,SUP_20,1483,450,RM_25,1809,10,2023-11-16,3556,MAC_12,15,8719.5,99,31,Pending,2159.17,1,Rail,0.74,278.42,"Rossborough, Indonesia"
2023-11-08,Beng Beng,SUP_3,1469,2189,RM_3,432,27,2023-11-17,2467,MAC_17,47,9317.97,32,2478,Completed,2436.78,5,Road,0.09,531.91,"Kingtown, Indonesia"
2023-11-09,Kopiko,SUP_22,792,501,RM_21,2443,3,2023-11-18,4243,MAC_5,24,9376.48,58,1961,In-Transit,1558.68,4,Road,0.93,692.14,"East Daniel, Indonesia"
2023-11-10,Tolak Angin,SUP_2,1889,490,RM_13,540,21,2023-11-19,1689,MAC_5,31,3334.05,13,4317,Pending,4682.92,2,Sea,0.88,787.68,"North Paula, Indonesia"
2023-11-11,Pocari Sweat,SUP_9,1537,1219,RM_16,2926,4,2023-11-20,1127,MAC_1,43,2585.86,10,4904,Completed,4828.51,5,Road,0.59,637.59,"Baileyton, Indonesia"
2023-11-12,Kecap ABC,SUP_6,225,1581,RM_20,811,13,2023-11-21,4648,MAC_8,27,6609.43,74,3045,In-Transit,1569.52,2,Rail,0.51,531.03,"South Bryanborough, Indonesia"
2023-11-13,Pocari Sweat,SUP_17,1966,657,RM_30,594,20,2023-11-22,642,MAC_7,8,1671.65,48,3533,Completed,3915.59,3,Road,0.23,779.49,"South Bob, Indonesia"
2023-11-14,Beng Beng,SUP_16,1233,1681,RM_19,2057,17,2023-11-23,4461,MAC_14,17,2505.88,12,704,Completed,3782.93,2,Air,0.83,522.28,"Youngstad, Indonesia"
2023-11-15,Kecap ABC,SUP_32,548,1348,RM_14,628,8,2023-11-24,2340,MAC_9,22,7843.09,66,4668,In-Transit,4390.35,1,Rail,0.43,974.48,"Calderonbury, Indonesia"
2023-11-16,Bintang Beer,SUP_38,1265,1366,RM_19,1710,13,2023-11-25,2580,MAC_8,29,6668.69,68,4990,Pending,118.84,1,Rail,0.58,531.47,"East Cynthia, Indonesia"
2023-11-17,Kecap ABC,SUP_18,733,413,RM_9,1917,11,2023-11-26,4352,MAC_5,31,6683.09,88,2506,In-Transit,1756.78,3,Rail,0.17,324.07,"Port Tarafort, Indonesia"
2023-11-18,Tolak Angin,SUP_35,109,959,RM_12,2342,23,2023-11-27,4282,MAC_14,23,9531.07,27,4898,In-Transit,810.44,3,Road,0.21,451.9,"Justinton, Indonesia"
2023-11-19,Kopiko,SUP_34,1890,258,RM_26,2645,4,2023-11-28,2120,MAC_20,10,6842.43,30,3111,Completed,2015.21,3,Road,0.99,495.09,"New Sarah, Indonesia"
2023-11-20,SilverQueen,SUP_35,1118,1100,RM_18,252,9,2023-11-29,4141,MAC_20,25,4592.67,65,3025,Pending,2920.58,1,Rail,0.49,290.65,"North Christophermouth, Indonesia"
2023-11-21,Kopiko,SUP_37,1140,493,RM_20,443,25,2023-11-30,2556,MAC_9,10,3163.16,61,2294,In-Transit,4553.36,5,Sea,0.82,167.16,"Port Anna, Indonesia"
2023-11-22,Bintang Beer,SUP_46,814,748,RM_9,1880,8,2023-12-01,4727,MAC_1,19,3716.28,17,1908,Pending,4214.11,1,Rail,0.83,437.07,"Lake Carlos, Indonesia"
2023-11-23,SilverQueen,SUP_7,1613,957,RM_1,215,10,2023-12-02,2432,MAC_20,43,3139.23,34,2571,Completed,2545.21,2,Air,0.98,898.06,"Matthewborough, Indonesia"
2023-11-24,Aqua,SUP_17,1650,1685,RM_2,1041,20,2023-12-03,3762,MAC_1,17,832.39,41,1428,In-Transit,215.16,3,Air,0.98,262.98,"Josephmouth, Indonesia"
2023-11-25,Tolak Angin,SUP_22,1071,1058,RM_7,203,6,2023-12-04,3632,MAC_17,33,2984.95,79,4135,Pending,1574.38,4,Air,0.46,368.2,"South Thomasshire, Indonesia"
2023-11-26,Beng Beng,SUP_39,1126,1782,RM_16,2395,23,2023-12-05,4859,MAC_19,35,8436.02,49,1053,Pending,622.39,1,Air,0.95,760.15,"Margaretview, Indonesia"
2023-11-27,Kecap ABC,SUP_41,1017,1365,RM_25,1086,10,2023-12-06,1101,MAC_18,3,7418.18,93,4927,Completed,3288.1,4,Rail,0.37,91.45,"Alicefurt, Indonesia"
2023-11-28,Pocari Sweat,SUP_9,1365,1239,RM_5,1045,17,2023-12-07,4366,MAC_7,20,6407.46,38,4392,Pending,3507.6,5,Rail,0.61,826.82,"Thomasport, Indonesia"
2023-11-29,Kopiko,SUP_24,923,371,RM_3,463,21,2023-12-08,1568,MAC_1,25,9070.95,78,2350,Pending,3279.13,1,Rail,0.82,723.08,"Nicoleview, Indonesia"
2023-11-30,Tolak Angin,SUP_27,1310,1767,RM_2,2831,22,2023-12-09,4865,MAC_1,13,3009.19,44,1283,Pending,1446.11,5,Rail,0.91,554.27,"Floreschester, Indonesia"
2023-12-01,Aqua,SUP_32,893,1428,RM_11,1964,10,2023-12-10,2397,MAC_13,25,5988.0,92,1947,In-Transit,4605.59,5,Rail,0.52,217.38,"East Brent, Indonesia"
2023-12-02,Beng Beng,SUP_1,1738,2127,RM_18,1509,13,2023-12-11,2016,MAC_11,12,797.6,85,605,In-Transit,2983.68,1,Sea,0.42,101.75,"Kingstad, Indonesia"
2023-12-03,Indomie Goreng,SUP_23,1358,1839,RM_11,987,28,2023-12-12,2923,MAC_19,25,8974.06,42,1336,Completed,3026.52,1,Sea,0.73,239.4,"Port Sarahtown, Indonesia"
2023-12-04,Aqua,SUP_6,277,1367,RM_24,1272,21,2023-12-13,2488,MAC_4,40,4753.5,55,2936,Completed,4096.23,5,Sea,0.46,763.88,"New Brianna, Indonesia"
2023-12-05,Bintang Beer,SUP_13,698,248,RM_25,1326,16,2023-12-14,4072,MAC_20,14,2189.78,81,2778,In-Transit,439.3,3,Rail,0.67,934.16,"Joborough, Indonesia"
2023-12-06,Tolak Angin,SUP_29,1075,1031,RM_10,2123,19,2023-12-15,4390,MAC_11,26,2773.51,40,4959,Pending,1127.08,1,Road,0.8,740.51,"Stacyport, Indonesia"
2023-12-07,Teh Botol Sosro,SUP_40,416,2123,RM_28,1064,10,2023-12-16,1653,MAC_5,22,8558.27,84,3979,In-Transit,2988.95,5,Rail,0.84,532.34,"North Katrina, Indonesia"
2023-12-08,Kopiko,SUP_34,352,1442,RM_3,1913,28,2023-12-17,2083,MAC_18,21,1533.66,77,4587,Completed,3091.12,2,Air,0.25,951.18,"North Monica, Indonesia"
2023-12-09,Beng Beng,SUP_33,1434,397,RM_1,2604,29,2023-12-18,2627,MAC_9,9,9289.43,49,4406,Completed,2387.15,4,Rail,0.57,830.28,"West Sarah, Indonesia"
2023-12-10,Kopiko,SUP_30,1315,2068,RM_14,2158,4,2023-12-19,2684,MAC_18,4,4047.9,78,1934,In-Transit,3921.7,2,Air,0.03,659.28,"South Debraville, Indonesia"
2023-12-11,Teh Botol Sosro,SUP_42,102,696,RM_17,1384,12,2023-12-20,501,MAC_17,3,2885.31,51,2706,Completed,1793.55,1,Sea,0.8,47.53,"West Joseph, Indonesia"
2023-12-12,Bintang Beer,SUP_29,1281,376,RM_21,2665,7,2023-12-21,4670,MAC_3,49,3652.66,95,729,Completed,155.05,1,Air,0.13,294.86,"Maryburgh, Indonesia"
2023-12-13,Kecap ABC,SUP_34,1309,1075,RM_8,2372,10,2023-12-22,2305,MAC_12,35,4385.34,53,1994,Completed,1765.8,1,Rail,0.87,315.13,"South Davidmouth, Indonesia"
2023-12-14,Indomie Goreng,SUP_28,1264,188,RM_20,1395,4,2023-12-23,3555,MAC_3,15,5707.07,26,989,Completed,4832.81,1,Road,0.41,353.77,"South Jonathan, Indonesia"
2023-12-15,SilverQueen,SUP_28,1960,382,RM_24,2907,25,2023-12-24,3939,MAC_17,31,6074.67,29,1975,Completed,3917.27,2,Air,0.17,395.49,"Greenburgh, Indonesia"
2023-12-16,Beng Beng,SUP_23,150,328,RM_1,2193,10,2023-12-25,1429,MAC_2,10,4754.28,85,462,Pending,1659.43,3,Road,0.8,939.98,"Michaelside, Indonesia"
2023-12-17,Pocari Sweat,SUP_29,921,1259,RM_7,507,4,2023-12-26,2930,MAC_14,38,4740.46,62,10,In-Transit,1190.0,5,Rail,0.2,744.45,"Faulknerberg, Indonesia"
2023-12-18,Bintang Beer,SUP_2,1814,222,RM_26,113,20,2023-12-27,1395,MAC_18,32,3210.35,53,2348,Completed,4070.31,5,Rail,0.39,695.02,"South James, Indonesia"
2023-12-19,Beng Beng,SUP_38,766,1834,RM_21,635,5,2023-12-28,3604,MAC_1,34,4146.19,26,4134,Completed,1079.5,5,Air,0.57,432.25,"New Christina, Indonesia"
2023-12-20,Pocari Sweat,SUP_19,879,2177,RM_27,464,14,2023-12-29,1882,MAC_11,47,4937.81,36,590,Completed,2942.97,4,Air,0.36,344.17,"North Erin, Indonesia"
2023-12-21,SilverQueen,SUP_7,524,117,RM_8,353,18,2023-12-30,4613,MAC_4,3,6177.09,32,1488,In-Transit,2589.01,1,Sea,0.18,128.38,"Tinamouth, Indonesia"
2023-12-22,Tolak Angin,SUP_37,1498,2170,RM_8,2991,3,2023-12-31,3977,MAC_1,22,1741.65,67,3223,In-Transit,2171.08,2,Road,0.41,458.96,"South Robin, Indonesia"
2023-12-23,Bintang Beer,SUP_36,1748,1161,RM_4,1530,17,2024-01-01,716,MAC_5,2,7757.75,78,940,In-Transit,2187.21,2,Air,0.14,213.29,"Coreyland, Indonesia"
2023-12-24,Pocari Sweat,SUP_41,219,2143,RM_23,1897,2,2024-01-02,1880,MAC_19,19,6965.43,65,3363,Completed,3541.57,2,Rail,0.72,397.1,"Robertfurt, Indonesia"
2023-12-25,Kecap ABC,SUP_14,700,1484,RM_27,1882,4,2024-01-03,1811,MAC_13,0,3338.29,54,1888,Completed,603.9,3,Air,0.17,164.83,"Robinsonmouth, Indonesia"
2023-12-26,Bintang Beer,SUP_8,717,1242,RM_24,588,17,2024-01-04,2919,MAC_17,32,4863.77,38,4971,In-Transit,2036.61,1,Rail,0.48,350.56,"Jeffreyfurt, Indonesia"
2023-12-27,Aqua,SUP_13,1493,1921,RM_4,300,7,2024-01-05,2212,MAC_7,9,9495.83,23,4800,Pending,4845.07,5,Sea,0.56,52.55,"Lake Alex, Indonesia"
2023-12-28,Pocari Sweat,SUP_48,516,682,RM_9,204,9,2024-01-06,3479,MAC_10,43,694.54,17,613,Pending,3912.98,5,Road,0.95,15.96,"Brandonfort, Indonesia"
2023-12-29,Kopiko,SUP_14,1330,372,RM_25,327,6,2024-01-07,4403,MAC_3,2,8207.84,55,4692,In-Transit,203.06,1,Road,0.08,871.21,"Lake Debbiefort, Indonesia"
2023-12-30,Pocari Sweat,SUP_6,642,1603,RM_1,2635,9,2024-01-08,2067,MAC_14,31,5361.38,36,3833,Completed,2290.58,5,Sea,0.93,644.85,"East Jamieborough, Indonesia"
2023-12-31,Kecap ABC,SUP_23,1902,2114,RM_27,2129,23,2024-01-09,1482,MAC_17,44,6378.72,79,4443,Completed,674.25,5,Air,0.21,591.79,"East Kristinfurt, Indonesia"
2024-01-01,Kopiko,SUP_40,263,1047,RM_1,1822,2,2024-01-10,4192,MAC_20,37,7003.06,16,3953,Pending,2475.09,1,Road,0.84,518.66,"Reneehaven, Indonesia"
2024-01-02,Teh Botol Sosro,SUP_3,1756,1970,RM_21,552,20,2024-01-11,3363,MAC_20,30,4832.19,35,2611,Completed,607.56,2,Sea,0.09,729.46,"Port Michelle, Indonesia"
2024-01-03,Teh Botol Sosro,SUP_26,233,2132,RM_12,1805,3,2024-01-12,1148,MAC_18,20,2322.67,51,709,In-Transit,2007.15,4,Sea,0.99,738.8,"Brianaview, Indonesia"
2024-01-04,Teh Botol Sosro,SUP_46,734,2154,RM_1,1310,7,2024-01-13,1631,MAC_13,23,9141.11,39,1806,Completed,2770.48,1,Sea,0.81,935.9,"Richardfurt, Indonesia"
2024-01-05,Tolak Angin,SUP_31,1424,600,RM_22,2054,25,2024-01-14,3709,MAC_19,23,7531.81,90,1653,Completed,1899.81,5,Sea,0.06,251.97,"New Jamie, Indonesia"
2024-01-06,SilverQueen,SUP_35,1055,1191,RM_13,652,7,2024-01-15,2005,MAC_15,9,5816.1,15,1468,In-Transit,2935.02,5,Sea,0.21,787.35,"Lake Luisshire, Indonesia"
2024-01-07,Beng Beng,SUP_37,1213,2176,RM_20,182,21,2024-01-16,1225,MAC_10,5,4760.34,76,288,Pending,4926.74,4,Rail,0.55,991.25,"Barrettstad, Indonesia"
2024-01-08,Beng Beng,SUP_46,171,1479,RM_6,932,21,2024-01-17,568,MAC_8,27,5243.65,92,1404,In-Transit,1304.35,4,Air,0.52,38.73,"Jensenburgh, Indonesia"
2024-01-09,Indomie Goreng,SUP_38,458,2027,RM_23,2489,10,2024-01-18,3326,MAC_3,0,8323.61,92,2443,Completed,2866.09,4,Road,0.63,380.25,"Brownborough, Indonesia"
2024-01-10,Aqua,SUP_6,648,961,RM_1,246,2,2024-01-19,4269,MAC_9,46,618.78,63,2045,In-Transit,2409.49,1,Sea,0.46,441.68,"Johnsonberg, Indonesia"
2024-01-11,Teh Botol Sosro,SUP_12,200,1984,RM_22,1085,3,2024-01-20,936,MAC_10,45,8720.68,97,4382,In-Transit,4065.4,2,Rail,0.73,823.61,"Rogersmouth, Indonesia"
2024-01-12,Indomie Goreng,SUP_5,1747,549,RM_5,2482,21,2024-01-21,3165,MAC_16,43,944.14,44,2593,Pending,1642.92,4,Air,0.35,23.61,"South Bobbybury, Indonesia"
2024-01-13,SilverQueen,SUP_6,129,1527,RM_9,2940,20,2024-01-22,1307,MAC_13,9,6351.17,44,4127,Pending,3226.27,3,Air,0.18,602.63,"North Lindseymouth, Indonesia"
2024-01-14,Teh Botol Sosro,SUP_43,1673,724,RM_28,2826,17,2024-01-23,2173,MAC_16,40,3664.66,14,3652,Completed,3495.5,2,Rail,0.03,893.65,"Port James, Indonesia"
2024-01-15,Indomie Goreng,SUP_10,818,435,RM_21,1891,10,2024-01-24,1054,MAC_13,29,6943.24,15,4647,In-Transit,4880.73,4,Sea,0.32,156.15,"East Kathryn, Indonesia"
2024-01-16,Tolak Angin,SUP_11,1289,1991,RM_11,2370,6,2024-01-25,4316,MAC_18,14,1312.66,32,4033,Completed,841.2,5,Road,0.43,124.42,"East David, Indonesia"
2024-01-17,Teh Botol Sosro,SUP_32,1515,1000,RM_14,705,25,2024-01-26,1123,MAC_12,13,5784.21,68,4393,In-Transit,4991.62,1,Sea,0.66,999.79,"East Patriciafurt, Indonesia"
2024-01-18,Kecap ABC,SUP_21,1094,492,RM_13,347,21,2024-01-27,3937,MAC_15,23,8624.73,60,1939,In-Transit,3633.93,5,Rail,0.81,827.7,"Stevensport, Indonesia"
2024-01-19,Aqua,SUP_15,620,2115,RM_29,563,12,2024-01-28,4016,MAC_14,9,5199.06,71,1293,Pending,2336.06,5,Sea,0.24,700.44,"West Phillip, Indonesia"
2024-01-20,Pocari Sweat,SUP_37,1400,522,RM_25,2571,21,2024-01-29,4272,MAC_6,25,1301.29,41,4938,In-Transit,1391.46,1,Road,0.49,404.99,"North Anthony, Indonesia"
2024-01-21,Indomie Goreng,SUP_10,1292,1698,RM_26,1391,15,2024-01-30,3957,MAC_11,0,855.1,10,2747,Pending,3180.64,2,Rail,0.23,855.42,"New Stephanie, Indonesia"
2024-01-22,SilverQueen,SUP_31,936,346,RM_23,959,27,2024-01-31,3773,MAC_6,19,6401.41,58,3585,In-Transit,794.79,5,Sea,0.95,923.55,"Port Amyshire, Indonesia"
2024-01-23,Beng Beng,SUP_11,1398,1245,RM_4,1705,14,2024-02-01,3409,MAC_11,28,1160.54,37,2462,Completed,4739.21,2,Air,0.65,735.08,"East Sharonchester, Indonesia"
2024-01-24,SilverQueen,SUP_3,348,742,RM_15,781,28,2024-02-02,2594,MAC_11,33,1177.24,80,3510,Completed,1003.68,1,Rail,0.68,404.11,"Port Aaronside, Indonesia"
2024-01-25,Kecap ABC,SUP_2,611,1934,RM_29,497,4,2024-02-03,3826,MAC_10,1,4541.68,46,1058,In-Transit,3894.09,4,Air,0.53,587.7,"Carsonberg, Indonesia"
2024-01-26,Kecap ABC,SUP_46,211,1248,RM_2,2408,26,2024-02-04,4406,MAC_3,1,2490.33,38,2074,Pending,1791.22,5,Road,0.28,107.53,"South Felicia, Indonesia"
2024-01-27,Tolak Angin,SUP_30,1715,1946,RM_28,1543,27,2024-02-05,784,MAC_13,1,2439.86,28,4740,Pending,1157.64,5,Road,0.2,166.44,"West Jameshaven, Indonesia"
2024-01-28,SilverQueen,SUP_40,1141,207,RM_1,1566,3,2024-02-06,1121,MAC_8,7,5069.27,28,3146,Pending,4062.46,1,Sea,0.66,785.21,"Lawrencehaven, Indonesia"
2024-01-29,Pocari Sweat,SUP_11,1583,1584,RM_30,540,28,2024-02-07,4343,MAC_9,24,3167.62,60,946,In-Transit,4450.4,1,Air,0.92,39.02,"Davilafurt, Indonesia"
2024-01-30,Pocari Sweat,SUP_11,1203,118,RM_29,1951,17,2024-02-08,930,MAC_19,17,2583.03,93,742,Completed,127.54,4,Air,0.21,58.7,"New Frankborough, Indonesia"
2024-01-31,Pocari Sweat,SUP_38,1000,1478,RM_24,1090,29,2024-02-09,4152,MAC_5,44,5386.94,24,1395,Pending,4873.34,1,Sea,0.57,512.94,"Lake Christine, Indonesia"
2024-02-01,Pocari Sweat,SUP_3,806,2021,RM_23,689,12,2024-02-10,4422,MAC_5,16,3263.4,33,2983,Completed,2167.4,3,Road,0.53,178.82,"Melissamouth, Indonesia"
2024-02-02,Beng Beng,SUP_37,298,227,RM_15,1091,4,2024-02-11,1881,MAC_7,29,1262.09,70,4441,Pending,570.77,3,Air,0.64,300.77,"Lisabury, Indonesia"
2024-02-03,Kecap ABC,SUP_24,1239,2128,RM_1,2110,16,2024-02-12,2071,MAC_8,7,6986.02,62,1367,In-Transit,2320.9,1,Air,0.59,404.84,"Smithchester, Indonesia"
2024-02-04,Pocari Sweat,SUP_32,643,1894,RM_26,1828,4,2024-02-13,831,MAC_20,41,6063.28,81,2243,In-Transit,680.98,4,Sea,0.27,527.03,"Danielview, Indonesia"
2024-02-05,Indomie Goreng,SUP_25,322,2045,RM_20,407,28,2024-02-14,4171,MAC_20,45,2515.11,68,2257,Pending,1368.03,3,Road,0.69,290.7,"East Robert, Indonesia"
2024-02-06,Bintang Beer,SUP_19,1585,1983,RM_15,2796,28,2024-02-15,4378,MAC_7,28,6031.34,16,1654,Completed,2831.8,5,Sea,0.27,488.71,"South Tiffanyland, Indonesia"
2024-02-07,Bintang Beer,SUP_36,187,1521,RM_15,243,20,2024-02-16,1896,MAC_17,18,9578.1,92,3021,Pending,1860.07,4,Air,0.65,376.98,"North Tiffany, Indonesia"
2024-02-08,Tolak Angin,SUP_37,1555,1751,RM_7,429,5,2024-02-17,1879,MAC_11,36,9586.55,85,3920,Pending,1216.44,1,Sea,0.3,90.22,"South Josephfurt, Indonesia"
2024-02-09,Kecap ABC,SUP_7,1796,1385,RM_3,2004,22,2024-02-18,1226,MAC_9,23,5553.45,99,4092,Pending,1062.76,3,Sea,0.08,868.46,"Christopherville, Indonesia"
2024-02-10,Pocari Sweat,SUP_37,1064,860,RM_6,883,23,2024-02-19,1813,MAC_1,17,1431.28,77,3755,Completed,3219.29,4,Road,0.13,288.55,"South Jill, Indonesia"
2024-02-11,Aqua,SUP_48,427,801,RM_6,1089,6,2024-02-20,3016,MAC_2,9,4852.76,43,4008,Pending,4557.48,5,Sea,0.83,613.28,"Wadetown, Indonesia"
